project,translation,component,unit,progress
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170893/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170894/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170895/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170896/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170897/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170898/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170899/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170900/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170901/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170902/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170903/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170904/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170905/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170906/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170907/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170908/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170909/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170910/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170911/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170912/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170913/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170914/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170915/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170916/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170917/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170918/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170919/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170920/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170921/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170922/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170923/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170924/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170925/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170926/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170927/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170928/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170929/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170930/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170931/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170932/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170933/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170934/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170935/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170936/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170937/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170938/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170939/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170940/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170941/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170942/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170943/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170944/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170945/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170946/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170947/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170948/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170949/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170950/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170951/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170952/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170953/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170954/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170955/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170958/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170959/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170960/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170961/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170962/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170963/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170965/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170966/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170967/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170968/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170969/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170970/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170971/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170972/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170973/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170974/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170975/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170976/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170977/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170979/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170981/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170982/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170983/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170984/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170985/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170986/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170987/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170988/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170989/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170990/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170991/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170992/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170993/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170994/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170995/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170996/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170997/,external update
r-project,fr,mac-gui,https://translate.rx.studio/api/units/170998/,external update
r-project,it,mac-gui,https://translate.rx.studio/api/units/170999/,external update
r-project,it,mac-gui,https://translate.rx.studio/api/units/171000/,external update
r-project,it,mac-gui,https://translate.rx.studio/api/units/171001/,external update
r-project,it,mac-gui,https://translate.rx.studio/api/units/171002/,external update
r-project,it,mac-gui,https://translate.rx.studio/api/units/171004/,external update
r-project,it,mac-gui,https://translate.rx.studio/api/units/171005/,external update
r-project,it,mac-gui,https://translate.rx.studio/api/units/171006/,external update
r-project,it,mac-gui,https://translate.rx.studio/api/units/171007/,external update
r-project,it,mac-gui,https://translate.rx.studio/api/units/171008/,external update
r-project,it,mac-gui,https://translate.rx.studio/api/units/171009/,external update
r-project,it,mac-gui,https://translate.rx.studio/api/units/171010/,external update
r-project,it,mac-gui,https://translate.rx.studio/api/units/171012/,external update
r-project,it,mac-gui,https://translate.rx.studio/api/units/171013/,external update
r-project,it,mac-gui,https://translate.rx.studio/api/units/171014/,external update
r-project,it,mac-gui,https://translate.rx.studio/api/units/171015/,external update
r-project,it,mac-gui,https://translate.rx.studio/api/units/171016/,external update
r-project,it,mac-gui,https://translate.rx.studio/api/units/171017/,external update
r-project,it,mac-gui,https://translate.rx.studio/api/units/171018/,external update
r-project,it,mac-gui,https://translate.rx.studio/api/units/171019/,external update
r-project,it,mac-gui,https://translate.rx.studio/api/units/171020/,external update
r-project,it,mac-gui,https://translate.rx.studio/api/units/171021/,external update
r-project,it,mac-gui,https://translate.rx.studio/api/units/171022/,external update
r-project,it,mac-gui,https://translate.rx.studio/api/units/171023/,external update
r-project,it,mac-gui,https://translate.rx.studio/api/units/171024/,external update
r-project,it,mac-gui,https://translate.rx.studio/api/units/171025/,external update
r-project,it,mac-gui,https://translate.rx.studio/api/units/171026/,external update
r-project,it,mac-gui,https://translate.rx.studio/api/units/171027/,external update
r-project,it,mac-gui,https://translate.rx.studio/api/units/171028/,external update
r-project,it,mac-gui,https://translate.rx.studio/api/units/171029/,external update
r-project,it,mac-gui,https://translate.rx.studio/api/units/171030/,external update
r-project,it,mac-gui,https://translate.rx.studio/api/units/171031/,external update
r-project,it,mac-gui,https://translate.rx.studio/api/units/171032/,external update
